,Unnamed: 0,School ID,School Name,2012,2013,2014,2015,2016,2017,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link ,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,RCDTS Code,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,Community Area Number,Community Area Name,Ward,Police District,Location
56,115,610389,ORR HS,25.0,27.8,10.7,25.1,19.0,"10,3%",Orr Academy High School,HS,730 N Pulaski Rd ,Chicago,IL,60624,(773) 534-6500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610389.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,66.3%,10.2,95.0%,99.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,12,13.6,13.3,1.6,15.1,1.5,5.8,NDA,51.9,831,34,59.5,150000000000000,1149548.53,1904711.708,41.89444828,-87.72620305,23,HUMBOLDT PARK,28,11,"(41.89444828, -87.72620305)"
57,119,609680,PAYTON HS,2.1,0.9,0.6,0.4,0.7,"0,9%",Walter Payton College Preparatory High School,HS,1034 N Wells St ,Chicago,IL,60610,(773) 534-0034,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609680.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,98.0,NDA,NDA,Very Strong,80.0,Strong,77.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93.4%,0.7,96.1%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,21.2,21.8,23.1,23.2,2,27,3.9,96.4,96.9,82.4,881,33,90.7,150000000000000,1174484.638,1907490.082,41.90155157,-87.63453744,8,NEAR NORTH SIDE,27,18,"(41.90155157, -87.63453744)"
58,125,609727,PHILLIPS HS,11.4,8.8,8.4,10.1,10.3,"6,8%",Wendell Phillips Academy High School,HS,244 E Pershing Rd ,Chicago,IL,60653,(773) 535-1603,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609727.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,,Strong,71,NDA,,NDA,,Very Strong,80,Strong,79,NDA,NDA,NDA,NDA,63.0%,22.0,96.1%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.5,12.8,13.4,12.9,1.4,15,1.6,2.5,40.3,42.6,590,40,32.1,150000000000000,1178735.106,1879229.78,41.82390751,-87.61978794,35,DOUGLAS,3,2,"(41.82390751, -87.61978794)"
59,126,610304,PHOENIX MILITARY HS,4.3,2.1,1.3,0.8,0.2,"0,2%",Phoenix Military Academy High School,HS,145 S Campbell Ave ,Chicago,IL,60612,(773) 534-7275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610304.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53.0,NDA,NDA,Average,59.0,Strong,78.0,NDA,NDA,NDA,NDA,Average,52,Average,48,92.1%,4.3,97.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,14.9,15.9,15.9,1.2,18.6,2.7,33.9,74.8,51.3,461,38,74.1,150000000000000,1159815.389,1899102.4919999999,41.87885054,-87.68865058,28,NEAR WEST SIDE,2,11,"(41.87885054, -87.68865058)"
60,127,609679,PROSSER HS,4.4,1.6,2.3,2.3,0.7,"0,8%",Charles Allen Prosser Career Academy High School,HS,2148 N Long Ave ,Chicago,IL,60639,(773) 534-3200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609679.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59.0,Average,47,Average,53.0,Average,51.0,Weak,37,Average,44,Weak,46,Weak,45,86.0%,9.7,94.4%,99.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.5,15.1,16.3,16.2,0.7,17.9,1.6,27.7,78.7,58,1415,29,79.4,150000000000000,1139989.443,1913970.649,41.92003613,-87.76108432,19,BELMONT CRAGIN,37,25,"(41.92003613, -87.76108432)"
61,128,610334,RABY HS,7.2,2.6,3.7,3.8,3.2,"2,5%",Al Raby High School,HS,3545 W Fulton Blvd ,Chicago,IL,60624,(773) 534-6755,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610334.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,52.0,NDA,NDA,Average,51.0,Average,53.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,80.3%,14.0,95.1%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,13,14.1,14,1.2,15.2,1.1,13.5,72.2,64.2,551,34,74.3,150000000000000,1152512.295,1901720.85,41.886183,-87.71539705,27,EAST GARFIELD PARK,28,11,"(41.886183, -87.71539705)"
62,129,609682,RICHARDS HS,3.7,8.6,12.1,4.8,6.3,"7,9%",Ellen H Richards Career Academy High School,HS,5009 S Laflin St ,Chicago,IL,60609,(773) 535-4945,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609682.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30.0,Weak,23,Weak,32.0,Very Weak,19.0,Average,42,Weak,34,Weak,43,Average,47,90.6%,17.3,95.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.8,12,13.1,12.8,1,14,0.9,5.5,57.3,43.1,473,42,63.5,150000000000000,1167224.006,1871465.305,41.80285552,-87.66224052,61,NEW CITY,16,9,"(41.80285552, -87.66224052)"
63,130,610390,RICKOVER MILITARY HS,4.9,1.0,0.4,0.7,0.5,"0,2%",Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,(773) 534-2890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610390.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64.0,NDA,NDA,Strong,64.0,Average,42.0,NDA,NDA,NDA,NDA,Average,53,Average,48,92.9%,15.4,95.9%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.2,15.4,16.5,15.8,0.6,18.7,2.2,23.4,63,63.5,423,32,90.7,150000000000000,1165871.81,1939308.369,41.98905063,-87.66526222,77,EDGEWATER,48,20,"(41.98905063, -87.66526222)"
64,131,609707,ROBESON HS,22.1,12.9,15.9,15.5,11.7,"4,1%",Paul Robeson High School,HS,6835 S Normal Blvd ,Chicago,IL,60621,(773) 535-3800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609707.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29.0,NDA,NDA,Weak,33.0,Average,40.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,73.5%,26.4,94.7%,97.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11,12.7,12.7,1.1,13.6,0.9,2.9,40.6,42.2,733,45,53.3,150000000000000,1174171.884,1859450.314,41.76973341,-87.63711641,68,ENGLEWOOD,6,7,"(41.76973341, -87.63711641)"
65,132,609728,ROOSEVELT HS,11.3,4.4,8.9,8.9,8.8,"8,5%",Theodore Roosevelt High School,HS,3436 W Wilson Ave ,Chicago,IL,60625,(773) 534-5000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609728.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42.0,NDA,NDA,Average,42.0,Weak,37.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,82.3%,9.7,96.1%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.9,13.4,14.3,14,1.1,15.7,1.4,13.7,59.4,42.9,1490,31,61.2,150000000000000,1152459.778,1930390.229,41.96485522,-87.71483051,14,ALBANY PARK,33,17,"(41.96485522, -87.71483051)"
66,133,609729,SCHURZ HS,10.2,8.5,6.9,5.8,5.9,"5,1%",Carl Schurz High School,HS,3601 N Milwaukee Ave ,Chicago,IL,60641,(773) 534-3420,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609729.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48.0,Weak,36,Weak,36.0,Weak,29.0,Weak,30,Weak,31,NDA,NDA,NDA,NDA,81.2%,13.8,96.0%,98.9%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.1,12.9,14.3,14,0.9,15.6,1.3,9.7,62.1,40.4,2366,29,61.6,150000000000000,1146851.1979999999,1923627.843,41.94640794,-87.73562542,16,IRVING PARK,38,17,"(41.94640794, -87.73562542)"
67,134,609730,SENN HS,11.2,6.4,3.8,3.4,3.6,"2,3%",Nicholas Senn High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,(773) 534-2365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609730.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48.0,NDA,NDA,Average,45.0,Average,42.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.7%,41.3,96.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,14.3,14.3,13.9,1.1,15.8,1.5,17.5,40.1,54.4,1053,32,79.8,150000000000000,1165871.81,1939308.369,41.98905063,-87.66526222,77,EDGEWATER,48,20,"(41.98905063, -87.66526222)"
68,135,609692,SIMEON HS,5.1,3.5,2.5,1.5,0.7,"1,1%",Neal F Simeon Career Academy High School,HS,8147 S Vincennes Ave ,Chicago,IL,60620,(773) 535-3200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609692.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,52.0,NDA,NDA,Weak,33.0,Average,42.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,78.6%,2.1,94.3%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.1,15.3,14.8,0.5,16.2,0.9,14.8,75.2,74,1535,45,68.5,150000000000000,1174719.074,1850730.1919999998,41.74579217,-87.63537,44,CHATHAM,21,6,"(41.74579217, -87.63537)"
69,137,610383,SOCIAL JUSTICE HS,5.1,3.7,3.5,5.3,2.6,"2,1%",Greater Lawndale High School For Social Justice,HS,3120 S Kostner Ave ,Chicago,IL,60623,(773) 535-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610383.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,43.0,Strong,72,Average,46.0,Average,44.0,Very Strong,81,Strong,65,Average,53,Weak,46,87.5%,16.4,95.1%,95.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.6,14,14.5,14.4,0.8,15.7,1.2,14.9,67,57.4,371,37,87.4,150000000000000,1147521.3020000001,1883405.128,41.83601953,-87.73419465,30,SOUTH LAWNDALE,22,10,"(41.83601953, -87.73419465)"
70,138,610543,SOLORIO HS,6.7,2.4,2.5,2.6,1.9,"0,6%",Eric Solorio Academy High School,HS,5400 S St Louis Ave ,Chicago,IL,60632,(773) 535-9070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610543.pdf,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,67.0,Average,54,Average,53.0,Strong,63.0,Strong,62,Strong,64,Average,53,Strong,56,92.2%,3.0,0.0%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,13.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,581,44,85.6,150000000000000,1153924.117,1868568.611,41.79518118,-87.71109447,63,GAGE PARK,14,8,"(41.79518118, -87.71109447)"
71,140,609745,SOUTHSIDE HS,8.3,10.6,11.5,7.1,16.4,"17,0%",Southside Occupational Academy High School,HS,7342 S Hoyne Ave ,Chicago,IL,60636,(773) 535-9100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609745.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,NDA,,Average,52,NDA,,NDA,,Average,47,Strong,60,Strong,63,Strong,60,85.5%,13.1,95.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,40,71.7,NDA,201,43,NDA,150000000000000,1163596.617,1855772.0590000001,41.75986813,-87.6759838,67,WEST ENGLEWOOD,17,7,"(41.75986813, -87.6759838)"
72,141,610357,SPRY HS,1.3,1.1,1.6,4.7,4.7,"13,0%",Spry Community Links High School,HS,2400 S Marshall Blvd ,Chicago,IL,60623,(773) 534-1997,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610357.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70.0,NDA,NDA,Very Strong,92.0,Very Strong,87.0,NDA,NDA,NDA,NDA,Strong,56,Average,51,95.6%,9.7,95.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.6,15.5,15.9,1.6,16.9,1.4,35,73.7,65.2,205,39,92.8,150000000000000,1157044.9109999998,1887895.675,41.84815451,-87.69912725,30,SOUTH LAWNDALE,12,10,"(41.84815451, -87.69912725)"
73,142,609732,STEINMETZ HS,15.1,7.9,7.7,5.9,4.2,"6,4%",Charles P Steinmetz Academic Centre High School,HS,3030 N Mobile Ave ,Chicago,IL,60634,(773) 534-3030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609732.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26.0,Weak,35,Weak,29.0,Weak,34.0,Weak,36,Weak,32,NDA,NDA,NDA,NDA,79.2%,30.4,96.2%,99.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,13.8,13.8,14.3,1.3,16.1,2.3,16.3,56.7,47,1890,30,70.3,150000000000000,1133838.348,1919613.6940000001,41.93563171,-87.78355194,19,BELMONT CRAGIN,36,25,"(41.93563171, -87.78355194)"
74,143,609733,SULLIVAN HS,13.0,13.4,14.1,7.5,5.7,"10,1%",Roger C Sullivan High School,HS,6631 N Bosworth Ave ,Chicago,IL,60626,(773) 534-2000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609733.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30.0,Average,44,Weak,34.0,Weak,34.0,Average,42,Weak,33,Weak,44,Weak,45,81.6%,14.7,95.8%,94.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,13.2,13.8,13.5,0.9,15.4,1.6,14.8,39.3,52.1,826,32,68.6,150000000000000,1164774.883,1944269.292,42.00268694,-87.66915533,1,ROGERS PARK,40,24,"(42.00268694, -87.66915533)"
75,144,609734,TAFT HS,8.6,7.3,3.4,7.4,3.2,"1,7%",William Howard Taft High School,HS,6530 W Bryn Mawr Ave ,Chicago,IL,60631,(773) 534-1000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609734.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61.0,NDA,NDA,Weak,37.0,Weak,32.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.1%,9.8,96.1%,99.7%,NDA,NDA,NDA,NDA,NDA,NDA,91.8,93.6,41.3,59.8,71.9,88.4,80.2,50.6,-3.1,-1.8,Red,Red,74.4,60,14.8,15.7,15.9,16.4,1.6,17.9,2,32.3,67.4,62.2,2922,30,77.3,150000000000000,1131556.247,1936856.822,41.98298852,-87.79153829999998,10,NORWOOD PARK,41,16,"(41.98298852, -87.7915383)"
76,145,610506,TEAM HS,5.5,5.4,9.7,4.1,6.8,"6,0%",TEAM Englewood Community Academy High School,HS,6201 S Stewart Ave ,Chicago,IL,60621,(773) 535-3530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610506.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,45.0,Average,48,Average,55.0,Average,53.0,Strong,74,Strong,68,Strong,58,Average,49,87.3%,8.2,96.5%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.4,14.3,13.3,1.3,15.3,1,7.9,NDA,NDA,440,45,77.4,150000000000000,1174730.35,1863740.125,41.7814927,-87.63494163,68,ENGLEWOOD,20,7,"(41.7814927, -87.63494163)"
77,146,609735,TILDEN HS,21.9,12.1,8.5,10.0,7.9,"6,0%",Edward Tilden Career Community Academy High School,HS,4747 S Union Ave ,Chicago,IL,60609,(773) 535-1625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609735.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34.0,Average,57,Average,45.0,Weak,37.0,Average,54,Weak,35,Average,51,Average,47,78.4%,13.0,95.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,12,12.9,12.9,1.3,13.5,0.6,10.5,41.1,37,461,42,86.5,150000000000000,1172475.4740000002,1873203.826,41.80751207,-87.64292985,61,NEW CITY,11,9,"(41.80751207, -87.64292985)"
78,151,610394,UPLIFT HS,4.2,7.6,4.3,1.9,5.1,"6,4%",Uplift Community High School,HS,900 W Wilson Ave ,Chicago,IL,60640,(773) 534-2875,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610394.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,50.0,Average,50,Strong,61.0,Strong,62.0,Average,48,Average,53,NDA,NDA,NDA,NDA,88.7%,8.1,95.9%,98.3%,NDA,NDA,NDA,NDA,NDA,NDA,51.2,34.9,70,29.3,14.8,14.8,23.3,2.3,0.8,-0.2,Yellow,Yellow,NDA,NDA,13.6,13.9,14.9,14.7,1.1,16.9,2,19.6,62.4,65,473,32,91.4,150000000000000,1169403.4009999998,1930780.685,41.96557412,-87.65252191,3,UPTOWN,46,19,"(41.96557412, -87.65252191)"
79,155,609766,VAUGHN HS,2.8,1.9,2.8,1.9,1.0,"1,0%",Jacqueline B Vaughn Occupational High School,HS,4355 N Linder Ave ,Chicago,IL,60641,(773) 534-3600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609766.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,Average,57.0,Strong,72,Weak,33.0,Weak,20.0,Strong,67,Strong,69,Strong,63,Strong,57,87.6%,3.7,95.5%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,55.6,65.3,NDA,203,30,NDA,150000000000000,1138928.091,1928655.205,41.96035141,-87.76462602,15,PORTAGE PARK,38,16,"(41.96035141, -87.76462602)"
80,156,609737,VON STEUBEN HS,2.9,1.3,1.2,0.8,0.9,"0,4%",Friedrich W von Steuben Metropolitan Science High School,HS,5039 N Kimball Ave ,Chicago,IL,60625,(773) 534-5100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609737.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70.0,Weak,39,Average,42.0,Average,51.0,Weak,26,Weak,29,NDA,NDA,NDA,NDA,87.0%,4.0,95.6%,99.2%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.9,15.7,17.3,16.7,0.8,20.4,3.1,34.6,88.2,78.5,1636,31,76.8,150000000000000,1152840.522,1933431.315,41.973192600000004,-87.71334969,13,NORTH PARK,39,17,"(41.9731926, -87.71334969)"
81,157,609739,WASHINGTON HS,9.6,7.4,6.4,2.8,2.7,"4,5%",George Washington High School,HS,3535 E 114th St ,Chicago,IL,60617,(773) 535-5725,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609739.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,46.0,Average,53,Weak,36.0,Weak,36.0,Average,52,Average,46,NDA,NDA,NDA,NDA,80.2%,12.7,95.1%,99.5%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.4,13.6,14.3,14.1,0.7,15.5,1.2,14,71.6,50.9,1524,47,78.6,150000000000000,1201607.873,1829942.879,41.688109399999995,-87.53755009999999,52,EAST SIDE,10,4,"(41.6881094, -87.5375501)"
82,158,609740,WELLS HS,13.5,15.9,9.9,6.2,3.8,"3,3%",Wells Community Academy High School,HS,936 N Ashland Ave ,Chicago,IL,60622,(773) 534-7010,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609740.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,51.0,Average,49,Average,41.0,Weak,38.0,Strong,65,Average,49,NDA,NDA,NDA,NDA,74.1%,16.9,96.2%,96.7%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.4,14.2,13.6,0.8,14.9,0.7,7.2,59.3,43.8,633,35,61.3,150000000000000,1165512.916,1906490.72,41.89900506,-87.66751989,24,WEST TOWN,1,13,"(41.89900506, -87.66751989)"
83,159,609693,WESTINGHOUSE HS,2.6,0.6,1.2,0.7,0.4,"0,3%",George Westinghouse High School,HS,3223 W Franklin Blvd ,Chicago,IL,60624,(773) 534-6400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609693.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,74.0,Strong,72,Strong,77.0,Very Strong,80.0,Very Strong,86,Strong,71,Strong,54,Strong,60,93.6%,2.0,96.8%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,16.1,16.9,NDA,17.1,1,NDA,NDA,NDA,NDA,NDA,828,34,90.5,150000000000000,1154695.243,1903109.304,41.88994963,-87.70734353,23,HUMBOLDT PARK,28,11,"(41.88994963, -87.70734353)"
84,160,610380,WILLIAMS HS,2.3,1.7,5.8,0.7,1.2,"0,5%",Daniel Hale Williams Prep School of Medicine,HS,4934 S Wabash Ave ,Chicago,IL,60615,(773) 535-1120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610380.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,50.0,NDA,NDA,Average,45.0,Average,54.0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.3%,5.4,96.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,54.5,63.8,55.8,58.5,21.4,33.3,23.7,8.5,-0.9,-1.8,Yellow,Red,64.1,25,15,15.1,15.8,15.4,0.4,17.5,1.7,32.7,NDA,NDA,324,42,90.1,150000000000000,1177513.255,1872170.4440000001,41.80456384,-87.62448408,38,GRAND BOULEVARD,3,2,"(41.80456384, -87.62448408)"
